"ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating..numeric.","ProsperRating..Alpha.","ProsperScore","ListingCategory..numeric.","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent..percentage.","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"4C6434287448118843588A9",380040,"2008-08-08 19:45:53.597000000","C",36,"Completed","2011-07-19 00:00:00",0.32378,0.3,0.29,NA,NA,NA,NA,"",NA,7,"VA","Executive","Full-time",5,"False","False","","2008-07-12 22:25:22.717000000",640,659,"2000-10-13 00:00:00",6,5,19,5,188,2,5,0,0,0,0,0,5258,0.3,3252,13,0.69,0,0.17,"$75,000-99,999","True",6250,"6D643430343043703916242",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,67,35800,7500,"2008-08-21 00:00:00","Q3 2008","9D33342661146077540BBE4",259.39,11476.04,7499.99,3976.05,-132.13,-56.68,0,0,0,1,0,0,0,147
"55E63557655364037463FE7",633390,"2012-09-04 19:24:52.993000000","",36,"Completed","2012-12-06 00:00:00",0.12528,0.0974,0.0874,0.0872,0.0249,0.0623,6,"A",9,2,"VA","Executive","Employed",130,"True","False","","2012-09-04 19:24:50",760,779,"1995-01-07 00:00:00",8,7,28,6,604,0,0,0,0,1,2,0,20926,0.75,6957,27,0.75,0,0.07,"$100,000+","True",10833.333333,"A901366033536960962D0C2",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,74335,5000,"2012-09-14 00:00:00","Q3 2012","F7C13556218513829148BC4",160.73,5108.97,5000,108.97,-11.19,0,0,0,0,1,0,0,0,49
"64573510399838585EEBC81",498934,"2011-03-21 11:28:53.177000000","",36,"Completed","2012-01-11 00:00:00",0.20321,0.1699,0.1599,0.1563,0.077,0.0793,4,"C",8,7,"VA","Military Enlisted","Employed",235,"True","True","C48E3419578591276DB6752","2011-03-21 11:13:19",660,679,"1993-11-01 00:00:00",4,1,65,1,10,0,2,13,4650,18,1,1,0,0,1000,63,0.73,0,0.09,"$50,000-74,999","True",5416.666667,"DEAE36151132641443C863F",2,6,5,1,0,3000,0,-74,0,NA,36,48028,2500,"2011-03-24 00:00:00","Q1 2011","B880339075251382210BECB",89.12,2776.32,2500,276.32,-13.91,0,0,0,0,1,0,0,0,54
"6752343284214262775578E",404485,"2008-09-26 07:03:12.740000000","C",36,"Completed","2011-09-30 00:00:00",0.37733,0.35,0.34,NA,NA,NA,NA,"",NA,1,"VA","Executive","Full-time",12,"False","False","","2008-09-10 11:33:54.990000000",640,659,"1998-11-07 00:00:00",4,4,11,1,15,3,6,1,0,30,0,0,266,0.88,34,9,0.77,0,0.1,"$50,000-74,999","True",4750,"11773432974772069A94E88",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,66,37236,2250,"2008-09-30 00:00:00","Q3 2008","A67534309848266363420BD",101.78,3660.54,2249.99,1410.55,-40.3,0,0,0,0,1,1,0,0,27
"495D34194420821178726D1",323949,"2008-05-02 05:46:29.033000000","HR",36,"Completed","2008-05-28 00:00:00",0.32378,0.3,0.29,NA,NA,NA,NA,"",NA,4,"VA","Professional","Full-time",90,"True","False","","2008-04-16 19:06:12.800000000",540,559,"1998-01-15 00:00:00",5,5,10,3,142,1,4,0,0,0,0,0,6460,0.99,40,9,0.77,1,0.14,"$50,000-74,999","True",4333.333333,"A60534207254039644C5BCB",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,70,30995,4500,"2008-05-13 00:00:00","Q2 2008","C97F34176185841751D54D8",191.03,4555.48,4500,55.48,-1.85,0,0,0,0,1,0,0,0,80
"81E83538081919646E7CEE0",556476,"2012-02-06 14:21:47.740000000","",36,"Completed","2012-04-20 00:00:00",0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,"HR",4,2,"VA","Professional","Self-employed",25,"False","False","","2012-02-06 14:21:43",740,759,"1991-10-16 00:00:00",9,8,14,5,184,3,3,0,0,0,1,0,3584,0.09,33816,13,0.92,1,NA,"$100,000+","False",14583.333333,"B2A23643246015742E8613E",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,60145,4000,"2012-02-10 00:00:00","Q1 2012","F6873537732778056F7AC05",173.71,4240.53,4000,240.53,-7.58,0,0,0,0,1,0,0,0,1
"78123477222389145B77FD9",446995,"2010-02-17 04:55:40.113000000","",36,"Completed","2010-08-25 00:00:00",0.2325,0.21,0.2,0.1153,0.08,0.1153,4,"C",8,1,"VA","Professional","Full-time",431,"True","False","","2010-02-17 04:45:05",700,719,"1986-02-03 00:00:00",7,6,60,8,337,1,4,0,0,15,0,0,21903,0.94,346,56,0.94,0,0.06,"$75,000-99,999","True",7939.583333,"CEEF3580457095755EB3EF8",3,43,43,0,0,5772,0,11,0,NA,49,41041,3500,"2010-02-26 00:00:00","Q1 2010","458E33818543661332BC1BE",131.86,3843.21,3500,343.21,-16.35,0,0,0,0,1,0,0,0,178
"4AF433966724003573F381F",186887,"2007-08-14 07:02:36.040000000","C",36,"Completed","2008-02-05 00:00:00",0.12462,0.11,0.095,NA,NA,NA,NA,"",NA,0,"VA","Professional","Full-time",91,"False","True","FEF83377364176536637E50","2007-07-17 06:44:28.020000000",640,659,"1990-04-01 00:00:00",12,8,45,8,175,25,27,0,0,0,0,0,1956,0.03,3676,43,0.81,4,0.22,"$25,000-49,999","True",2440.583333,"79E43397617845600878EF6",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,79,18267,1200,"2007-08-23 00:00:00","Q3 2007","F0983389115121578EE07E2",39.29,1253.93,1200,53.93,-5.13,0,0,0,0,1,1,0,0,16
"4A8C340581313686971FFF1",242921,"2007-12-03 09:37:30.060000000","AA",36,"Completed","2010-07-09 00:00:00",0.08684,0.08,0.08,NA,NA,NA,NA,"",NA,0,"VA","Computer Programmer","Full-time",151,"True","False","","2007-12-03 09:25:42.363000000",840,859,"1990-10-22 00:00:00",15,11,44,9,106,1,15,0,0,0,0,0,3426,0.03,89574,39,1,1,0.13,"$100,000+","True",9833.333333,"E103340758597950921B6E6",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75,23661,8000,"2007-12-14 00:00:00","Q4 2007","53CA340604770895999C0D5",250.69,8995.38,8000.01,995.37,0,0,0,0,0,1,0,0,0,172
"4AB835066840565585A45CB",493152,"2011-02-08 09:47:53.883000000","",36,"Completed","2012-10-16 00:00:00",0.30532,0.2699,0.2599,0.2534,0.108,0.1454,3,"D",6,1,"VA","Doctor","Full-time",38,"True","False","","2011-02-08 09:47:47",740,759,"2001-01-23 00:00:00",20,20,71,16,1144,0,7,0,0,0,0,0,37060,0.74,12439,31,0.96,1,0.3,"$75,000-99,999","True",7000,"2893361189605848306DC1F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,37,47148,7500,"2011-02-17 00:00:00","Q1 2011","0A5D34639213545769AECB3",306.15,10118.34,7500,2618.34,-97.01,0,0,0,0,1,0,0,0,89
"49173578700591625376DFF",776895,"2013-05-11 13:03:30.100000000","",36,"Completed","2013-08-08 00:00:00",0.19236,0.1559,0.1459,0.1382,0.0524,0.0858,5,"B",6,1,"VA","Professional","Employed",98,"True","False","","2013-05-11 13:03:22",700,719,"1995-01-24 00:00:00",11,9,22,6,269,0,1,0,0,0,1,0,11311,0.81,2356,21,1,0,0.28,"$75,000-99,999","True",7916.666667,"95A9368157969753541805F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,90575,15000,"2013-05-16 00:00:00","Q2 2013","34CC3577380155713E96C77",524.32,15527.49,15000,527.49,-33.83,0,0,0,0,1,0,0,0,215
"488735076878222197A6CDA",493346,"2011-02-09 07:46:20.247000000","",36,"Completed","2012-05-11 00:00:00",0.30532,0.2699,0.2599,0.2534,0.108,0.1454,3,"D",6,7,"VA","Computer Programmer","Employed",214,"True","False","","2011-02-09 07:46:08",660,679,"1980-06-23 00:00:00",12,12,30,11,433,1,5,1,103,0,0,0,15052,0.71,5178,28,0.82,0,0.08,"$100,000+","True",8583.333333,"36F43612596860835E62CC5",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,37,46997,5200,"2011-02-16 00:00:00","Q1 2011","0B703506483202680112902",212.26,6659.55,5200,1459.55,-54.07,0,0,0,0,1,0,0,0,113
"9338342933658048406AA86",390208,"2008-08-29 08:11:51.073000000","B",36,"Completed","2010-02-12 00:00:00",0.15125,0.137,0.127,NA,NA,NA,NA,"",NA,1,"VA","Analyst","Full-time",37,"True","False","","2008-08-26 12:16:02.460000000",680,699,"1997-09-25 00:00:00",11,9,37,6,467,0,5,0,0,0,0,0,20385,0.96,815,22,1,0,0.3,"$25,000-49,999","True",4023.75,"8DF53431011973998FF4653",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,66,36538,4500,"2008-09-10 00:00:00","Q3 2008","8A583380488223672A9100D",153.14,5200.81,4500,700.81,-51.15,0,0,0,0,1,0,0,0,147
"10B634792472868578857F9",452513,"2010-03-31 09:51:16.927000000","",36,"Completed","2011-04-25 00:00:00",0.15576,0.1522,0.1422,0.127,0.015,0.127,7,"AA",6,1,"VA","Analyst","Full-time",2,"True","False","","2010-03-12 10:39:30",800,819,"2001-02-10 00:00:00",9,7,16,5,363,0,6,0,0,0,0,0,2008,0.08,21292,15,1,0,NA,"$75,000-99,999","False",8000,"25523583570682533DB91F5",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,47,41782,12000,"2010-04-12 00:00:00","Q2 2010","53A63390022768700B75914",417.28,13537.93,12000,1537.93,-101.04,0,0,0,0,1,0,0,0,104
"4307340292883714574F40F",215249,"2007-10-12 21:04:34.717000000","A",36,"Completed","2010-05-03 00:00:00",0.11646,0.1095,0.1045,NA,NA,NA,NA,"",NA,0,"VA","Military Enlisted","Full-time",263,"True","False","","2007-09-14 14:45:46.597000000",740,759,"1993-03-06 00:00:00",17,17,34,8,537,6,14,0,0,3,1,0,24732,0.36,36845,29,0.96,2,0.49,"$50,000-74,999","True",5150,"DEEB34034092252594CAC1B",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,77,21040,5000,"2007-10-23 00:00:00","Q4 2007","B19A33995823764425F7DB8",163.58,5710.92,4870.01,840.91,-38.39,0,0,0,0,1,0,0,0,85
"8A52348242438318143E0AE",457583,"2010-05-09 10:37:23","",36,"Completed","2012-02-07 00:00:00",0.22135,0.199,0.189,0.1196,0.065,0.1196,4,"C",10,7,"VA","Executive","Full-time",33,"False","False","","2010-05-09 10:37:17",640,659,"1997-06-20 00:00:00",6,5,14,3,311,1,5,0,0,4,0,0,14426,0.68,6774,13,0.84,1,0.14,"$75,000-99,999","True",6833.333333,"F8F83588589784960439D48",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,46,42571,2000,"2010-05-20 00:00:00","Q2 2010","AE5834825088334368D251C",74.23,2450.14,2000,450.14,-22.61,0,0,0,0,1,0,0,0,83
"101335852267400875B3067",864331,"2013-08-08 07:28:58.703000000","",36,"Completed","2014-02-18 00:00:00",0.18725,0.1509,0.1409,0.1337,0.0499,0.0838,5,"B",6,1,"VA","Executive","Employed",71,"False","False","","2013-08-05 15:28:57",700,719,"1996-10-28 00:00:00",10,9,15,9,366,0,2,0,0,0,0,0,6961,0.47,7262,15,1,0,0.48,"$25,000-49,999","True",2666.666667,"7AA83690430466681D37BDA",1,9,9,0,0,15000,12042.94,18,0,NA,7,98403,10000,"2013-08-13 00:00:00","Q3 2013","7C6D3559687534213E73A59",347.09,10731.6558,10000,731.6558,-48.76,0,0,0,0,1,0,0,0,1
"371E3506557364914BA41C4",491232,"2011-01-20 17:36:49.467000000","",36,"Completed","2011-08-11 00:00:00",0.28488,0.2499,0.2399,0.234,0.098,0.136,3,"D",7,1,"VA","Computer Programmer","Employed",10,"False","True","3D4D3366260257624AB272D","2011-01-03 06:55:07",740,759,"2000-09-01 00:00:00",7,6,22,1,20,1,3,0,0,0,0,0,46,0.04,954,20,1,1,0.31,"$25,000-49,999","True",3241.333333,"E9B636108856354528832C8",1,1,1,0,0,7000,0.01,23,0,NA,37,46793,7500,"2011-02-01 00:00:00","Q1 2011","6F2234211504319497A2B57",298.16,8427.54,7500,927.54,-37.12,0,0,0,0,1,0,0,0,85
"884C35801377566578E7B73",786053,"2013-05-22 13:55:10.427000000","",36,"Completed","2013-12-18 00:00:00",0.3179,0.2786,0.2686,0.2447,0.1325,0.1122,2,"E",2,14,"VA","Professional","Employed",62,"True","False","","2013-05-22 13:54:56",700,719,"1999-08-13 00:00:00",8,8,30,6,232,1,2,0,0,18,1,0,9159,0.4,12876,29,0.63,1,0.25,"$25,000-49,999","True",3583.333333,"45463684375397138B52641",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,91780,4000,"2013-05-30 00:00:00","Q2 2013","4B843580092378011930DF9",165.15,4216.1868,4000,216.1868,-7.88,0,0,0,0,1,0,0,0,1
"00973426811525421411E03",367014,"2008-07-14 14:28:05.857000000","D",36,"Completed","2011-07-18 00:00:00",0.37453,0.35,0.34,NA,NA,NA,NA,"",NA,7,"VA","Professional","Full-time",25,"False","False","","2008-07-10 17:59:49.797000000",620,639,"2003-09-29 00:00:00",4,4,4,2,32,0,0,0,0,6,0,0,1805,0.98,14,4,0.75,1,NA,"$25,000-49,999","False",2875,"206C342676216649958E42F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,68,34270,1200,"2008-07-18 00:00:00","Q3 2008","DB99342562867836965719A",51.76,1956.6,1200,756.6,-21.61,0,0,0,0,1,0,0,0,13
"A35A3504744654862582916",489911,"2011-01-04 17:55:03.047000000","",36,"Completed","2011-06-30 00:00:00",0.33097,0.295,0.285,0.2778,0.108,0.1698,3,"D",6,1,"VA","Computer Programmer","Employed",29,"False","False","","2011-01-04 17:54:54",700,719,"1995-09-19 00:00:00",11,7,30,4,356,0,6,0,0,0,0,0,14099,0.73,5116,25,1,1,0.19,"$100,000+","True",9416.666667,"B5793610029880649669E7D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,38,46669,6000,"2011-01-21 00:00:00","Q1 2011","78443504346832984351822",253.07,6745.56,6000,745.56,-25.28,0,0,0,0,1,0,0,0,65
"2DE835568850580192BB181",640312,"2012-09-15 07:42:17.830000000","",36,"Completed","2013-02-19 00:00:00",0.35797,0.3177,0.3077,0.2896,0.1675,0.1221,1,"HR",5,2,"VA","Professional","Employed",103,"True","False","","2012-09-15 07:42:06",660,679,"1999-03-16 00:00:00",12,11,34,6,134,2,6,0,0,10,0,0,5461,0.09,47400,29,0.73,3,0.25,"$75,000-99,999","True",6833.333333,"07C23662453881167C89D28",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,74427,4000,"2012-09-19 00:00:00","Q3 2012","DE96354567021272674C51F",173.71,4513.99,4000,513.99,-16.19,0,0,0,0,1,0,0,0,42
